 TIME || TYPE || TITLE || STATUS 

28/11/2019, 15:31  || others || Simon Bridges is at Radius Fulton. || Meeting people like I did today at the Radius Fulton Rest Home is such a privilege. Thank you for having me, I hope to return soon.||
16/11/2018, 15:40  || others || Simon Bridges added an event. || ||
16/11/2018, 13:02  || others || Simon Bridges || Yet another example of wasteful spending from the Government this week with 400,000 seedlings mulched because it didn’t do its homework. It’s the latest in a long line of wasteful and untargeted spending from this Government. Taxpayers deserve better.||
15/11/2018, 09:35  || others || Simon Bridges || We’re making sure we do the work in Opposition so we’ll have the plans and policies in place should we earn the right to govern again in two years' time. We want to hear your thoughts & ideas so we’re ready to go in 2020. Tell us some of your ideas below 14/11/2018, 18:32  || others || Simon Bridges || Today I had the pleasure of meeting Aksheen Dhillon - she’s Simon O'Connor’s Youth MP. What an impressive young woman. She’s hugely interested in politics and will do a fantastic job when she come to Wellington next year for Youth Parliament.||
14/11/2018, 12:21  || others || Simon Bridges || Port of Tauranga is a great success story and plays a leading in role in our region's strong economic growth.||
13/11/2018, 12:45  || others || Simon Bridges || The biggest, juiciest strawberries 12/11/2018, 10:15  || others || Simon Bridges || We've got a Government with a whopping surplus, that promised the world prior to the election and is wasting money on things like fees free for students and 180+ working groups. They need to listen and be more balanced and respectful in the way they handle negotiations with teachers. Credit: Breakfast||
11/11/2018, 13:25  || others || Simon Bridges || Lest we forget. Remembering the sacrifice of the brave men and women who served for their country today, the 100th anniversary of Armistice Day, with my two boys.||
09/11/2018, 15:40  || others || Simon Bridges || Good news with the employment figures out this week but spiralling costs of living - petrol, electricity & rents - are really hurting Kiwi families. Good to chat to Chris Lynch about that and other issues affecting people in Christchurch yesterday.||
08/11/2018, 21:16  || others || Simon Bridges || 11 months old today. So in love with my beautiful baby girl Jemima.||
08/11/2018, 20:16  || others || Simon Bridges || The Prime Minister needs to sack Immigration Minister Iain Lees-Galloway. 08/11/2018, 11:12  || others || Simon Bridges || 10 years ago today I was first elected to Parliament as an MP. What a night that was. It's been an absolute honour and a pleasure to represent the wonderful people of Tauranga - thank you for your support. I couldn't have done it without my wife Natalie. In that time, we have welcomed our three delightful, cheeky children to our family. A decade later I have the privilege of leading the National Party. I still love my job and will continue to fight hard every day for the people of Tauranga and New Zealanders on the issues that matter to them.||
07/11/2018, 21:38  || others || Simon Bridges || Doing some cooking - 6 tonnes of food being eaten here at Takanini Temple tonight as part of the Diwali Festival. Happy Diwali!||
07/11/2018, 18:24  || others || Simon Bridges || At the Ratana 100th Anniversary outside the holy temple my whanau helped build in the 1920s||
07/11/2018, 12:31  || others || Simon Bridges || Off on a road trip to Ratana’s 100th anniversary celebrations with Tim van de Molen, Ian McKelvie, Alfred Ngaro & Nicola Willis.||
07/11/2018, 11:22  || others || Simon Bridges || Namaste and Happy Diwali!||
06/11/2018, 16:23  || others || Simon Bridges || Popped down to the TAB to place my bet for the Melbourne Cup with Ian McKelvie and Nathan Guy. Backing a Kiwi connection with Who Shot Thebarman and also Youngstar after a hot tip 02/11/2018, 17:50  || others || Simon Bridges || The Karel Sroubek case has been badly handled from the start and made our communities less safe. Immigration Minister Iain Lees-Galloway needs to front up and explain why he made the appalling decision to grant this drug-dealing gang associate residency, or he needs to go. Do you think Sroubek should be deported back to the Czech Republic?||
02/11/2018, 10:31  || others || Simon Bridges updated their cover photo. || ||
01/11/2018, 17:05  || others || Simon Bridges || Tauranga turns pink, our new Youth MP and the Diwali Festival of Lights - just some of the things I cover in my latest Bridges Brief. Have a #read by clicking below 31/10/2018, 18:56  || others || Simon Bridges || I've got a question for the Prime Minister, and it's simply this: how on earth did this happen? How did a gangster, fraudster, drug-peddling crook get residency in this country?||
30/10/2018, 15:59  || others || Simon Bridges || ||
29/10/2018, 16:58  || others || Simon Bridges || A big thank you to the team at SPCA Wellington for hosting me and Nicola Willis for a visit today. It's a world-class facility. I'm more of a dog person, but it was pretty tempting to take one of these kittens home!||
29/10/2018, 11:13  || others || Simon Bridges || The Prime Minister needs to explain why her Immigration Minister Iain Lees-Galloway granted permanent residency to Karel Sroubek, a violent gang associate convicted of importing drugs into NZ. National is committed to making our communities safer. We will not stand by while decision like these are made without any justification.||
28/10/2018, 21:31  || others || Simon Bridges || It was a great honour for Natalie & me to meet with the Duke & Duchess of Sussex. Very genuine, charming, down to earth people who I hope will enjoy the Hairy Maclary book we gave them with their own family. Photo credit: Stuff||
28/10/2018, 15:00  || others || Simon Bridges || I'm incredibly proud of the work National has done over the past year. We will continue to be the hardest working Opposition New Zealand has ever seen and we will be ready to lead should we earn the right to govern again in 2020.||
27/10/2018, 14:15  || others || Simon Bridges || Family time.||
26/10/2018, 14:41  || others || Simon Bridges || Today marks 12 months since the Labour-led Government was sworn in, but it's not a day to celebrate. It’s been a year of economic mismanagement and disarray, with cost of living for Kiwi families going through the roof. What changes have you noticed in the first year of this Govt?||
25/10/2018, 21:08  || others || Simon Bridges || Whang24/10/2018, 17:14  || others || Simon Bridges || Today the Prime Minister was forced to backdown and rule out any more regional fuel taxes. So why then did the Government legislate for more from 2021?||
24/10/2018, 11:52  || others || Simon Bridges || Under this Government we've seen 15 transport strikes in less than a year, fuel prices reaching record highs and now it looks like Wellington is next in line to be hit with a regional fuel tax. Credit: The AM Show||
23/10/2018, 15:51  || others || Simon Bridges || I'm pleased to announce Ben Sokimi from Aquinas College will represent Tauranga as the Youth MP in the 2019 Youth Parliament. Ben is a confident and positive young person, who is genuinely interested in politics. His application essay showed a real grasp of New Zealand politics and a keen mind for what challenges lie ahead for us as a country. I have met Ben and can sense a bit of the political activist in him that I had at his age. I’m sure Ben will enjoy taking part in the six-month programme, including the two-day Youth Parliament in Wellington in July next year.||
20/10/2018, 18:37  || others || Simon Bridges || Happy Diwali! Great to be in Auckland's Aotea Square to celebrate the Festival of Lights today. A fantastic atmosphere and showcase of the colour and energy which have come to symbolise Indian culture and heritage.||
18/10/2018, 16:58  || others || Simon Bridges || We launched the #HaveYourSay campaign for Rural New Zealand at the Hawkes Bay A&P Show. The Primary Sector is the engine room of our economy and we want to hear from you so we can develop great policies for 2020. You can take the quick survey here: https://www.national.org.nz/rural_nz||
16/10/2018, 13:07  || others || Simon Bridges || ||
15/10/2018, 13:02  || others || Simon Bridges was live. || #LIVE Talking to media about the National Party leak inquiry.||
15/10/2018, 12:50  || others || Simon Bridges || I come from a family of teachers – my mum, my sister and my brother. I want teachers to be highly respected professionals in our communities and, as Leader of the National Party, I support higher pay for teachers and efforts to reduce workloads. Credit: Breakfast||
12/10/2018, 12:19  || others || Simon Bridges || New Zealand National Party is committed to holding this Government to account and making sure New Zealanders get to keep more of what they earn to help them get ahead. #AxeTheFuelTax||
12/10/2018, 11:16  || others || Simon Bridges || Sad to hear the Jono and Ben show is ending. All the best guys, really enjoyed taking part in Next Actor! Credit: Jono and Ben||
11/10/2018, 14:02  || others || Simon Bridges || Had a chat to Thane and Dunc on The Rock yesterday about petrol prices and how this Government is driving up the cost by imposing more new taxes on top of already record petrol prices. Credit: The Rock||
11/10/2018, 10:07  || others || Simon Bridges || This Government has started 182 reviews and working groups costing taxpayers more than $250m. Wasteful approach to spending taxpayer money. This isn’t good enough at a time when the Government is continuing to impose more taxes on New Zealanders rather than get its spending under control.||
10/10/2018, 17:35  || others || Simon Bridges || Great to be down here for the 2018 #HOTPinkWalk, a fundraiser for Breast Cancer Support Service Tauranga. Incredible crowd and great outfits, a total sea of pink.||
10/10/2018, 13:09  || others || Simon Bridges || Mental health affects Kiwis of all ages and from all walks of life. This year’s Mental Health Awareness Week focuses on ‘letting nature in’. I encourage everyone to get outside and enjoy our beautiful country and remember to reach out and ask for help if you need it.||
09/10/2018, 18:21  || others || Simon Bridges || The reason why the Government has more money is because Kiwis have less.||
09/10/2018, 15:34  || others || Simon Bridges was live. || #LIVE Talking to media about the Government's surplus and why it shows they should not be imposing more taxes on New Zealanders.||
08/10/2018, 21:26  || others || Simon Bridges || Had a bit of a trip down memory lane visiting my old university today. Enjoyed meeting lots of students from The University of Auckland for a coffee and chat about politics and the future of New Zealand.||
08/10/2018, 12:49  || others || Simon Bridges || We worked with the Government on their Child Poverty Reduction Bill because we saw merit in what they were trying to achieve, but we felt there were some areas where their bill needed to be strengthened. We decided that together we could put forward legislation that would improve the lives of children across the country, so that's what we did. Read my full opinion piece here: https://thespinoff.co.nz/…/simon-bridges-why-we-decided-to…/||
08/10/2018, 08:00  || others || Simon Bridges || This Government needs to realise it can’t keep heaping costs on New Zealand families, driving up the cost of living and making it harder to get ahead.||
04/10/2018, 16:48  || others || Simon Bridges || My first job was as a supermarket checkout operator. Tonight on Jono and Ben I give it another go… pretty sure I won’t be getting employee of the month.||
04/10/2018, 15:23  || others || Simon Bridges || No child in New Zealand should be living in poverty. That’s why National has been working constructively with the Government on the Child Poverty Reduction Bill to ensure we lift children out of hardship and properly measure progress.||
01/10/2018, 10:04  || others || Simon Bridges || Under this Government petrol prices have increased by 38 cents, meaning it now costs Kiwis an extra $20 each time they fill up their cars. National would get rid of the regional fuel tax, get Government spending under control and make sure Kiwi families keep more of what they earn. Credit: Breakfast||
29/09/2018, 10:49  || others || Simon Bridges || Supporting Alzheimers Tauranga on our annual walk - with my friend Mark Eagle from The Breeze NZ.||
28/09/2018, 15:30  || others || Simon Bridges updated their cover photo. || ||
28/09/2018, 14:01  || others || Simon Bridges || Petrol prices have gone up by nearly 40c a litre in the past year but this Government is still pushing ahead with hitting Kiwis with an extra 4c a litre in fuel tax from midnight this Sunday. Thanks Labour. Thanks a bunch.||
27/09/2018, 17:54  || others || Simon Bridges || Excited to be taking my gorgeous wife Natalie out to the World of WearableArt show in Wellington tonight.||
26/09/2018, 14:59  || others || Simon Bridges was live. || #LIVE Watch my general debate speech about the rising cost of living hurting Kiwis thanks to this Govt's bad policies.||
25/09/2018, 12:44  || others || Simon Bridges || Official advice shows this Government’s oil and gas ban could push up electricity and gas prices, cost billions in lost revenue and yet actually increase global carbon emissions. The people of Taranaki will pay the price of this Government’s mistakes, with thousands of hardworking Kiwis set to lose their jobs as a result of the policy.||
24/09/2018, 16:50  || others || Simon Bridges updated their profile picture. || ||
23/09/2018, 19:44  || others || Simon Bridges || Follow me on Instagram at instagram.com/simonjbridges||
19/09/2018, 16:52  || others || Simon Bridges updated their cover photo. || ||
19/09/2018, 15:35  || others || Simon Bridges || Want to be the Youth MP for Tauranga? #Watch the video below for more details 19/09/2018, 08:27  || others || Simon Bridges || It was 125 years ago today that New Zealand made history, as women won the right to vote. We have come a long way since then, but there is still more work to be done. It's incredibly important to me more women have leadership roles in our Parliament, standing up for things that matter and making New Zealand a better place. #Suffrage125||
18/09/2018, 10:05  || others || Simon Bridges || Winston Peters is grumpy this Government is being referred to as "Labour-led". Guess he forgot to tell the rest of his government then? Not only does the official Government website refer to it as such but Ministers have called it a "Labour-led Government" plenty of times in Parliament since they took office.||
17/09/2018, 17:10  || others || Simon Bridges || Was out in support of the protest march yesterday over the upgrade of SH2 between Tauranga and Katikati, along with other local MPs Todd Muller and Scott Simpson. Far too many lives have been lost on this road and families ripped apart. National had committed funding to upgrade the entire stretch of road but this Government cancelled it. Credit: 1 NEWS||
17/09/2018, 10:51  || others || Simon Bridges || Yesterday’s speech by the Prime Minister was just a damage control exercise. They’ve had a shambolic few weeks and what I think most New Zealanders are starting to wake up to now is that Winston Peters is ruling the roost.||
15/09/2018, 11:00  || others || Simon Bridges || The environment matters to me and to the National Party. Good environmental practise is crucial in securing the type of future we want for our children and grandchildren. National knows that economic growth and improving the environment can and must go hand in hand. #ConservationWeek2018||
13/09/2018, 14:40  || others || Simon Bridges || Today we have continued our efforts to stop this Government’s destructive employment law changes. We stand on the side of small business owners and good jobs for New Zealanders. That’s why we’re fighting for you by proposing a number of sensible changes to the Employment Relations Bill, which we are calling on the Government to support.||
12/09/2018, 19:56  || others || Simon Bridges || #ICYMI: Check out the full story from the New Zealand Woman's Weekly about my first six months as National Party Leader. Read it at: https://bit.ly/2oYVpBd||
12/09/2018, 16:31  || others || Simon Bridges || Hard to get a straight answer out of the Prime Minister today on what her Government's policies actually are around the refugee quota and starting out wages. She says "we utilise the Cabinet process to agree everything that this Government declares and puts before this House". That's just not true - what about the decision to ban oil and gas exploration?||
10/09/2018, 12:28  || others || Simon Bridges || There's no doubt in my mind the best pies in the country come from Patrick's Pies in Tauranga, but Denise Lee reckons the pies from Ed's Cake & Coffee House in her electorate come pretty close. Had to give them a taste test before my public meeting in Mt Wellington this morning.||
10/09/2018, 10:43  || others || Simon Bridges || Lots of questions from media this morning around the Prime Minister's weak handling of the Clare Curran situation and why she wasn't straight with New Zealanders over her resignation. Credit: The AM Show||
08/09/2018, 19:29  || others || Simon Bridges || Lovely day at the Tauranga Chinese Mid-Autumn Moon Festival celebration today.||
07/09/2018, 10:45  || others || Simon Bridges || Awesome to see so many kids from primary schools across Wellington out in full force for this year’s Orange Day Parade, acknowledging all the volunteers who keep our kids and schools safe rain, hail or shine!||
06/09/2018, 16:02  || others || Simon Bridges || This road is desperately needed. Too many lives are being lost. This Government is ramping up fuel tax across the country, hitting Kiwis hard in their back pockets, but the regions are getting fewer new roads.||
05/09/2018, 18:20  || others || Simon Bridges || This really does have to be seen to be believed!||
05/09/2018, 09:51  || others || Simon Bridges || Met the children of three former Japanese Prime Ministers last night as part of a high level Japanese Parliamentary delegation - a pleasure to catch up with Mr Shinjiro Koizumi, Ms Yuko Obuchi and Mr Tatsuo Fukuda. Great to discuss the dynamic politics in Japan and New Zealand and opportunities to strengthen our relationship. We had a bit of fun with the kendama they gave me as a gift for my kids, too!||
04/09/2018, 14:49  || others || Simon Bridges was live. || #LIVE My speech in Parliament today in the urgent debate just granted about the Prime Minister sacking Clare Curran from Cabinet.||
04/09/2018, 10:24  || others || Simon Bridges was live. || #LIVE Back at Parliament today talking to media about the week’s issues.||
03/09/2018, 19:00  || others || Simon Bridges || Last week marked six months since I was elected as Leader of the National Party – and what a six months it’s been. It’s an enormous privilege to be Leader of the Opposition and I’m really enjoying getting out all around the country, meeting all sorts of New Zealanders and doing a lot of listening. I’m looking forward to the next couple of years, heading to an election, campaigning to win and make New Zealand a even better place.||
03/09/2018, 17:19  || others || Simon Bridges || Today I launched our 'Have your say' listening campaign for small businesses. We want to hear about issues affecting them & their growth & how we can help them thrive. Fill in the survey at: national.org.nz/small_business||
03/09/2018, 06:36  || others || Simon Bridges || Look at that gorgeous little face! Love all my kids to bits.||
02/09/2018, 19:38  || others || Simon Bridges || Got this great pic from my 4-year-old son Harry for Father’s Day today.||
02/09/2018, 08:59  || others || Simon Bridges || Happy Father's Day to my dad Heath. He taught me many of the values I hold dear today: honesty, integrity and compassion. Looking forward to catching up later today dad.||
01/09/2018, 09:07  || others || Simon Bridges || Happy first day of spring! 31/08/2018, 13:51  || others || Simon Bridges || This Daffodil Day I'm remembering my Aunty Lorna. She used to spoil me and my siblings rotten when we were younger. I miss her every day. Also check out what the good people in my electorate of Tauranga are doing for Daffodil Day today.||
30/08/2018, 17:45  || others || Simon Bridges || Plummeting business confidence, local Patrick's Pies Gold Star Bakery wins again, and how our 82nd New Zealand National Party Conference was a blast - just some of the things covered in my latest newsletter. Have a read by clicking on the link below:||
30/08/2018, 15:05  || others || Simon Bridges || Business confidence is in free fall. Not only is confidence down, but hiring, investment and export intentions are all down. Companies have real concerns about this Government's anti-growth policies. More working groups is not the solution. Good economic policies that promote growth are, and that's what National would provide.||
29/08/2018, 15:22  || others || Simon Bridges || Fuel prices are at an all time high of $2.39 a litre vs $1.59 in Aussie. The main reason for the difference is tax, and this Government is piling more and more on, hurting Kiwi families all over the country. National will repeal the regional fuel tax and reduce that burden.||
29/08/2018, 12:37  || others || Simon Bridges || Small businesses are the engine room of the economy. This Government's anti-growth policies are having a real impact on them. They need a clear economic plan to help them get ahead, which National will provide.||
28/08/2018, 11:25  || others || Simon Bridges || The Prime Minister's answer to plummeting business confidence: set up another working group. Once again it's all slideshows and slogans and nothing of a plan to actually drive our economy forward and give the certainty that businesses require.||
26/08/2018, 18:55  || others || Simon Bridges || This Government continues to outsource its job to working groups and reviews - it's now commissioned over 150 of them - that's one every two days. What's more it's costing at least $170 million and that's with a third of them still to be costed. That's money that should have been invested in areas like health and education.||
26/08/2018, 15:26  || others || Simon Bridges || Happy National Dog Day! Here’s a pic with my girl Tilly. She was the first baby in our family before we had our three kids 23/08/2018, 09:12  || others || Simon Bridges || Great to bump into the National Party health team this morning in Tauranga. They're doing a bunch of visits to help them develop exciting health policies for NZ in the 2020s.||
20/08/2018, 16:48  || others || Simon Bridges updated their cover photo. || ||
20/08/2018, 11:06  || others || Simon Bridges || This Government wants to reduce the prison population by a third, but it doesn’t have a plan to reduce crime. Instead, it’s just going to soften up our bail, parole and sentencing laws. This week's Criminal Justice Summit will be a one-sided reinforcement of Government policy to go easy on criminals. Credit: Breakfast||
16/08/2018, 18:16  || others || Simon Bridges || Got stuck into the 'Executive Decision' - Bellamy's Wellington On a Plate offering here in the Beehive. 8.5/10 would recommend.||
15/08/2018, 10:41  || others || Simon Bridges || Here's my thoughts on the teachers’ strike today. As a parent, I understand how disruptive this can be, but I also understand how important teachers are for the success and future of New Zealand.||
14/08/2018, 19:05  || others || Simon Bridges was live. || #LIVE with Paula Bennett for a fun Q&A. Pop your questions in the comments below.||
14/08/2018, 16:59  || others || Simon Bridges || Glass half full, or half empty? Marmite or Vegemite? I'll be live tonight with Paula Bennett for a Q&A. Post your questions below and tune in at 7pm.||
14/08/2018, 14:03  || others || Simon Bridges was live. || #LIVE: My question to the Prime Minister about her Government's barmy changes to employment law.||
14/08/2018, 13:25  || others || Simon Bridges || The Reserve Bank's decision to keep the Official Cash Rate lower for longer speaks louder than words. It's a vote of no confidence in our economy. This Government needs to get out of its bubble at the Beehive, listen to New Zealanders and focus on the issues that matter.||
13/08/2018, 10:59  || others || Simon Bridges || After spending last week just hoping it would go away, the Prime Minister must now focus on plummeting business confidence and New Zealand's economic downturn. Credit: Morning Report||
12/08/2018, 19:39  || others || Simon Bridges || I’m on Q+A tonight - make sure you tune into TV1 at 9:30pm.||
12/08/2018, 15:09  || others || Simon Bridges || New Zealand has fallen from top to bottom of the OECD in business confidence because of this Government’s bad economic management. It’s time they started listening to businesses and dropped their anti-growth policies.||
10/08/2018, 15:03  || others || Simon Bridges was live. || #LIVE at Massey University talking about free speech.||
10/08/2018, 13:23  || others || Simon Bridges || Out and about in Feilding this morning with local MP Ian McKelvie. Great to chat to lots of farmers at the saleyards about rural issues and check out the local farmers market.||
09/08/2018, 17:43  || others || Simon Bridges || Had the chance to jam with some students in town for the Southern Jam Youth Jazz Festival in Blenheim today. Great fun and great to hear from the locals at my public meeting about issues that matter to them.||
09/08/2018, 14:23  || others || Simon Bridges added an event. || ||
09/08/2018, 14:23  || others || Simon Bridges added an event. || ||
09/08/2018, 12:29  || others || Simon Bridges || The ban of Don Brash is a disgrace. That’s not the New Zealand way. We have to stand up for our right to speak. New Zealanders don’t need to be told what to do and what to think. We’re smart enough to make up our own minds. National supports free speech.||
08/08/2018, 17:07  || others || Simon Bridges || The PM today confirmed the Government's industrial relations reforms are so wide-reaching they'll allow union leaders to turn up unannounced to the homes of business owners. That's not okay. It's no wonder businesses are so worried about the changes.||
08/08/2018, 11:45  || others || Simon Bridges was live. || #LIVE Quick check-in from Parliament.||
07/08/2018, 17:56  || others || Simon Bridges || Totally agree with this 07/08/2018, 16:04  || others || Simon Bridges || Brought some award-winning pies from Patrick's Pies Gold Star Bakery to Caucus today for the National Party team. No cutlery, just smiles. #TaurangaProud||
07/08/2018, 14:05  || others || Simon Bridges was live. || #LIVE: My question to the Prime Minister on her first day back in the House.||
07/08/2018, 10:20  || others || Simon Bridges was live. || #LIVE I’m with Amy Adams talking to media about this week’s issues.||
06/08/2018, 17:14  || others || Simon Bridges || Businesses I talk to every single week are telling me this Government's anti-growth policies are making it harder for them to invest and hire more people. Credit: Breakfast.||
06/08/2018, 13:30  || others || Simon Bridges || My thoughts on the latest Colmar Brunton Poll. Credit: Breakfast.||
03/08/2018, 11:52  || others || Simon Bridges || Let's just say I'm a better drummer than I am an artist... My contribution to the Tuakau Rotary Charity Auction to support local community groups and youth projects.||
02/08/2018, 11:43  || others || Simon Bridges was live. || #LIVE Having a chat with some MPs||
02/08/2018, 11:39  || others || Simon Bridges was live. || #LIVE Join me as I wrap up the week’s events.||
01/08/2018, 17:16  || others || Simon Bridges || Congratulations to Pat on yet another win! Proud to have the best pies in the country from Patrick's Pies Gold Star Bakery in my electorate of Tauranga.||
31/07/2018, 18:17  || others || Simon Bridges || After parents, teachers are often the most influential people in the lives of our children. That's why National is committed to reducing class sizes in primary schools so we can help our children better achieve their potential.||
31/07/2018, 14:03  || others || Simon Bridges was live. || #LIVE: Watch my question in Parliament to the Acting Prime Minister.||
30/07/2018, 14:10  || others || Simon Bridges || Nikki Kaye, Dan Bidois and I visited South Auckland Middle School today and there is no doubt partnership schools like this are improving the lives of young people, including those who were struggling in regular schools. That’s why National is committed to saving them and making it easier to set up new ones.||
30/07/2018, 12:09  || others || Simon Bridges || Ten years ago, 30,000 people were leaving New Zealand every year to move to Australia. Last year there were more coming the other way. We made great progress because of the principles National brought to Government. Labour and NZ First's poor policies and woolly thinking are sending us backwards. Credit: The AM Show||
29/07/2018, 19:31  || others || Simon Bridges || "All our kids should get the individual attention they deserve. That’s why I want more teachers in our primary schools, to ensure smaller class sizes for our children" -- with my education team Nikki Kaye and Nicola Willis after today's announcment at the National Party Conference.||
29/07/2018, 14:17  || others || Simon Bridges || National will be the hardest working Opposition this country has ever seen. I want to win in 2020, but not just because the Government is incompetent. I want to win a contest of ideas, to demonstrate that National has the vision and the team to deliver a better future for everyone. New team. New ideas. New Zealand.||
29/07/2018, 12:03  || others || Simon Bridges was live. || #LIVE Join me as I give my Leader's Address for the 82nd Annual National Party Conference.||
28/07/2018, 19:06  || others || Simon Bridges || Me and two Johns.||
28/07/2018, 12:12  || others || Simon Bridges || New Zealand's business confidence has tumbled from top of the OECD, to second bottom, in less than a year. It's a damning reflection of this Government's economic management.||
28/07/2018, 10:02  || others || Simon Bridges || Our National Party Conference is underway - special thanks to former Australian Prime Minister John Howard for opening it. There’s a packed programme ahead for the 600 delegates from around the country who are all focused on us getting back into government in 2020.||
28/07/2018, 07:33  || others || Simon Bridges || When Harry met John Howard.||
27/07/2018, 13:00  || others || Simon Bridges || Had great chats with members of the public who called in to RadioLIVE Drive yesterday. Particularly from one 'Anne' from Tauranga who gave a little bit too much information away. Credit: RadioLIVE||
25/07/2018, 14:57  || others || Simon Bridges was live. || #LIVE: Watch my General Debate speech in Parliament as I outline how we're holding the Government to account.||
25/07/2018, 14:07  || others || Simon Bridges || National is determined to be a constructive Opposition working on new ideas and new policies. That's why I encourage the Government to implement our comprehensive reforms to ensure New Zealanders in need can access high-quality medicinal cannabis products to ease their suffering.||
23/07/2018, 17:30  || others || Simon Bridges || Economic growth and improving the environment can and must go hand in hand. National believes in taking a pragmatic and balanced approach.||
23/07/2018, 14:24  || others || Simon Bridges || More people are moving onto a benefit but this Government is intent on reducing the responsibilities placed on beneficiaries to help themselves, with fewer sanctions being imposed on those who fail to hold up their end of the bargain. Video credit: The AM Show||
23/07/2018, 11:06  || others || Simon Bridges || Three months, 70 public meetings, 10,000 people - it's been an absolute blast going around the country, meeting New Zealanders and hearing about what matters to them. #Watch some of my favourite highlights below 22/07/2018, 17:22  || others || Simon Bridges || This is my mum and dad, Ruth and Heath. They came along to my public meeting at the Mount yesterday - lucky to have such a supportive family in my corner.||
21/07/2018, 19:46  || others || Simon Bridges || After almost 70 public meetings in just three months, it was fantastic to wrap up my roadshow to connect with communities at home in the Bay today. And awesome to have Natalie and Jemima there as well - love my family to bits.||
21/07/2018, 13:34  || others || Simon Bridges was live. || #LIVE Join me for my final public meeting on my roadshow to connect with communities in Mt Maunganui.||
19/07/2018, 20:19  || others || Simon Bridges || The North Shore and East Coast Bays electorates turned it on for my roadshow today! Really enjoyed my two public meetings with Maggie Barry and Erica Stanford as well as visiting New Zealand's largest shared working space the B:HIVE to check out some of the fantastic innovation in Takapuna.||
19/07/2018, 13:27  || others || Simon Bridges || Just caught up on Eliza McCartney’s NZ record breaking pole vault in Germany. She's now third on the all-time best list in the world! Fantastic effort from a remarkable young woman #proudkiwi 19/07/2018, 08:34  || others || Simon Bridges || Got a bit of a surprise to see my big mug up on this sign in Tauranga. Looking forward to my big roadshow finale this weekend!||
18/07/2018, 17:06  || others || Simon Bridges || The best 13 years of my life. Happy wedding anniversary Natalie.||
17/07/2018, 18:10  || others || Simon Bridges || Kicked off the week with a jam-packed couple of days in Canterbury. As well as public meetings as part of my roadshow, it was a pleasure to officially open Waimakariri MP Matt Doocey’s new Rangiora electorate office and great to meet with a number of community leaders and groups from around the region.||
16/07/2018, 10:33  || others || Simon Bridges || For a Government that pledged to make mental health a priority, you have to question why it's decided to scrap a pilot scheme which would have seen mental health workers sent out with Police on crisis calls. This $8 million pilot was due to start in two months and was universally supported, with the Police Association saying the scheme is badly needed. Credit: The AM Show||
13/07/2018, 18:00  || others || Simon Bridges || I've had a massive couple of days in Auckland on my roadshow - as you can hear I've lost my voice from so much talking - but I've had a great time getting out and meeting so many people.||
13/07/2018, 14:58  || others || Simon Bridges || Some thoughts on this Government racking up debt to fund their loose and untargeted spending, and how National would do things differently.||
13/07/2018, 12:18  || others || Simon Bridges || The extra borrowing needed to fund this Government’s loose and untargeted spending will saddle taxpayers with an extra $1.6 billion in interest costs over the next four years. There’s a difference between borrowing to respond to economic shocks as National did, and this Government borrowing to fund loose and untargeted spending.||
12/07/2018, 19:57  || others || Simon Bridges || Awesome night on The Project NZ panel tonight talking about the amazing job nurses do, all things FIFA World Cup, and watching Kimbra perform. Thanks for having me!||
12/07/2018, 09:03  || others || Simon Bridges || This funding is not new and was announced by the previous National Government last year, when we committed $230m for Tauranga infrastructure projects. This Government has slashed it to $158m. Tauranga has been a loser under this Government in terms of infrastructure investment, getting less from the Housing Infrastructure Fund and seeing the cancellation of the four-lane Tauranga Northern Link from Tauranga to Katikati. Instead, we'll get a few safety improvements which just won’t cut it.||
11/07/2018, 11:44  || others || Simon Bridges || What a relief to hear all the young boys and their coach have been rescued from the cave in Thailand! As a parent myself, I can't imagine what those boys and their families have been through. It was a heroic effort by all involved - wishing them all a speedy recovery.||
10/07/2018, 19:00  || others || Simon Bridges || Met 10-year-old Aidan at my public meeting in Putaruru this afternoon. He didn’t waste any time to tell me that he wants my job one day! It’s been great to meet so many young people interested in politics on my roadshow.||
10/07/2018, 14:04  || others || Simon Bridges || I've had a great couple of days on the road, with public meetings in Whanganui, Hawera, Inglewood, New Plymouth and Taumarunui. On to Putaruru now - see you soon, Louise Upston MP!||
09/07/2018, 09:04  || others || Simon Bridges || This Government’s borrow, tax and spend attitude means they will be increasing public debt by $17 billion – that’s the equivalent of the cost the National-led Government faced to rebuild after the Canterbury earthquakes.||
06/07/2018, 17:25  || others || Simon Bridges || Made my way through the mighty Waikato and Bay of Plenty this week on my roadshow. Thanks to everyone who came along, was great to meet you. Here are some highlights.||
05/07/2018, 16:34  || others || Simon Bridges || Want to know more about my background? #Watch this video where I talk about growing up as the youngest of six, meeting my wife Natalie at Oxford University, and being a proud dad. It was part of a speech I gave a few weeks ago at my old high school, Rutherford College. #throwbackthursday||
05/07/2018, 12:59  || others || Simon Bridges || In beautiful Taupo today for the latest stop on my connecting with communities roadshow. Lots of concern expressed by locals about losing their rescue helicopter service under this Government. I made it clear National would keep these services.||
04/07/2018, 16:26  || others || Simon Bridges updated their cover photo. || ||
04/07/2018, 14:11  || others || Simon Bridges was live. || #LIVE I'm asking Acting Prime Minister Winston Peters about New Zealand’s economic direction.||
