 TIME || TYPE  || TITLE || STATUS  ||   LINKS(Shared Posts/Shared Links etc) 
22/09/2017, 09:16 || others || Paula Bennett || What a welcome from Rotorua Boys' High School! #BackingBill || 
21/09/2017, 18:20 || others || Paula Bennett ||  || 
21/09/2017, 17:00 || others || Paula Bennett || Awesome welcome from Timaru Girls' High School when we visited last week with Andrew Falloon for Rangitata || 
21/09/2017, 16:19 || others || Paula Bennett ||  || 
20/09/2017, 13:37 || others || Paula Bennett || There's a clear choice for Kiwi workers || 
20/09/2017, 12:58 || others || Paula Bennett || Great to meet this young woman who has already two ticked blue ! || 
20/09/2017, 12:15 || others || Paula Bennett || With the great team at the Sumner Hub in Christchurch || 
19/09/2017, 18:45 || others || Paula Bennett || The first round of the new $100 million Tourism Infrastructure Fund has attracted 43 eligible applications from 29 councils for infrastructure projects that will help communities with growing visitor numbers. We will work with councils to support communities with high visitor numbers but low ratepayer bases so they can really benefit from the growth New Zealand is seeing in the tourism sector. Tourism employs 188,000 people in New Zealand and we want to see that continue to grow. || 
19/09/2017, 12:12 || others || Paula Bennett || Only two ticks blue will ensure a strong, growing economy || 
19/09/2017, 09:15 || others || Paula Bennett || 124 years ago today Kate Sheppard and the other suffragists fought for years to give women this right and did this country proud. We've come a long way since then but there's still some way to go. || 
18/09/2017, 14:43 || others || Paula Bennett || I met budding young entrepreneurs Maxwell, William and Jospeh from Rangitoto College this morning. Their work ethic and determination is incredible. While still at school, they've developed and marketed a skincare product that's selling well. Inspirational young men. Good luck for your upcoming exams! || 
18/09/2017, 11:08 || others || Paula Bennett || The campaigning continues... Nikki Kaye || 
17/09/2017, 13:33 || others || Paula Bennett || Great reception in Albany today. Meeting so many fantastic National supporters 15/09/2017, 16:28 || others || Paula Bennett ||  || 
15/09/2017, 12:59 || others || Paula Bennett || Honoured to speak at the West Auckland Hall of Fame today, where Loukas Petrou and Mark Robinson where inducted. They've done so much for the West - they make me proud to be a Westie! || 
15/09/2017, 10:04 || others || Paula Bennett is with Manoj Tahal. || Talking to the leadership students at Marina View School in my electorate. || 
14/09/2017, 15:53 || others || Paula Bennett || It's so great how engaged people are in politics at the moment. Was great to talk to people in Auckland today #delivering4nzers || 
13/09/2017, 13:14 || others || Paula Bennett || Thanks to Will Hoare from Cashmere High School for inviting me along to talk to students today. Love seeing so many young people engaged in politics. || 
13/09/2017, 12:26 || others || Paula Bennett || This is so powerful: "Dear Prime Minister English, I would like to thank you. Thank you for giving me choices I would not have got at my old school, and when I say choice I mean if I want to go to university I can. If I want to join the forces I can. Why? Because I have been given knowledge, gained courage and learnt to respect. This is all thanks to my school. Vanguard has opened doors for me. I am now doing and achieving things I never thought were possible. I now have opt... See more || 
13/09/2017, 11:58 || others || Paula Bennett || Great to see Nuk Korako MP in Christchurch. Loving his wheels! #twoforblue || 
13/09/2017, 08:01 || others || Paula Bennett || First time as an audience member for a meet the candidates for a while! Thanks to the Parents Centre for hosting || 
12/09/2017, 18:30 || others || Paula Bennett || 16 ticks blue at Unichem Springlands! Also got a chance to talk with residents and the truly wonderful aged care workers doing an amazing job, now early supper with some VERY happy volunteers 12/09/2017, 17:42 || others || Paula Bennett ||  || 
12/09/2017, 16:38 || others || Paula Bennett || Quick cuppa with Stuart Smith MP then back to our hoopin and a hollerin || 
12/09/2017, 14:09 || others || Paula Bennett || 12/09/2017, 10:30 || others || Paula Bennett || Great progress being made on SH1 with rail set to start up again on Friday. In Blenheim today with Stuart Smith MP who is working tirelessly as the local MP here, going all out to get two ticks blue. || 
11/09/2017, 19:58 || others || Paula Bennett is with Amy Adams. || It takes a cohesive team to run the country, and only National has the team that will help you keep more of what you earn #PartyVoteNational || 
11/09/2017, 17:44 || others || Paula Bennett || Time for a quick walk through town, plenty of people saying they've voted already (all two ticks blue!) and a couple who we pointed in the right direction. Heaps of positivity about South Canterbury and the regions. || 
11/09/2017, 16:30 || others || Paula Bennett is with Andrew Falloon MP for Rangitata. || Sun peeking through the clouds in Timaru beautiful vista over Caroline Bay with Andrew Falloon. || 
11/09/2017, 14:31 || others || Paula Bennett || 11/09/2017, 11:51 || others || Paula Bennett || Great to see New Zealand Police supporting Maori Language Week. || 
11/09/2017, 11:41 || others || Paula Bennett || Gorgeous view of the Southern Alps and Canterbury Plains flying in to Timaru today for visits today. Stopping in to see Timaru Police, visit to TGHS, meetings with local women's groups, local businesses and then a Business After 5 evening event - full on day! || 
10/09/2017, 20:13 || others || Paula Bennett || A few more details on our families package #Delivering4NZers || 
09/09/2017, 17:35 || others || Paula Bennett || This video says it all. This is why I'm #BackingBill || 
09/09/2017, 13:13 || others || Paula Bennett || Quick stop for lunch with the team || 
08/09/2017, 15:39 || others || Paula Bennett || 07/09/2017, 21:01 || others || Paula Bennett is attending 2017 Women of Influence Forum. || So many impressive women at the Women of Influence Awards in Auckland. An absolute pleasure to be here. || 
07/09/2017, 17:43 || others || Paula Bennett || As Minister for Climate Change Issues, I love hearing about new and innovative ways to reduce emissions. Today I caught up with Cityhop who let you hire a car by the hour. These ones are based in Onehunga - if you miss the train you can jump in a car. Need a car for few meetings then you can use one and return it without all the fuss of owning one. They do electrics cars too. It's one of many great initiatives which is helping to reduce our emission. || 
07/09/2017, 17:11 || others || Paula Bennett || Speaks for itself. || 
06/09/2017, 17:25 || others || Paula Bennett || Final stop in Whangarei to celebrate the expansion of Falls Estate with a tree planting ceremony. Great little village, the residents all very happy with the new buildings. || 
06/09/2017, 14:54 || others || Paula Bennett || Brilliant day today in Whangarei with Dr Shane Reti MP two ticks blue in the north! || 
06/09/2017, 13:00 || others || Paula Bennett || Met some of the most amazing kids at Huanui College and got a big surprise from my old school friend who is a music teacher! || 
05/09/2017, 12:17 || others || Paula Bennett || Looking forward to The Spinoff Great Debate tomorrow night - 7pm! || 
05/09/2017, 11:10 || others || Paula Bennett || Kerikeri campaign pups! || 
04/09/2017, 16:30 || others || Paula Bennett || A few more details on our announcement yesterday about providing more help for people who are addicted to drugs and cracking down on the gangs who peddle them #delivering4nz || 
04/09/2017, 12:23 || others || Paula Bennett || Behind the scenes of The AM Show in Queenstown back in May! || 
03/09/2017, 17:38 || others || Paula Bennett || Great to join the Radio Tarana Live at 5 show today! || 
03/09/2017, 11:36 || others || Paula Bennett || Happy Father's Day to all the dads! I really wanted to spend some time with mine today- so he's jumped on board the National Party campaign bus. || 
02/09/2017, 18:43 || others || Paula Bennett || 01/09/2017, 14:20 || others || Paula Bennett || Hey Kelvin Davis - see you next Friday! Or aren't you allowed? 01/09/2017, 12:55 || others || Paula Bennett || As a productive woman- there's no time to stop to record a video. But I wanted you know how excited I am about the decrease in the Gender Pay Gap! || 
01/09/2017, 07:29 || others || Paula Bennett || Early bird gets the worm! At Constellation with neighbouring East Coast Bays candidate Erica Stanford. || 
31/08/2017, 11:44 || others || Paula Bennett || Journo for lunch 30/08/2017, 21:33 || others || Paula Bennett || Police visits in Dunedin and Invercargill today - stoked to meet Senior Constable Trevor Kelly in Dunedin, Youth Aid Officer celebrating 42 years in Police! || 
30/08/2017, 20:14 || others || Paula Bennett is with Emily Wilkins and Isabella Copinga. || Invercargill is ticking #2forblue ! || 
30/08/2017, 17:13 || others || Paula Bennett || Guess where I am! B-e-a-utiful day for sign waving with Sarah Dowie MP in Invercargill heaps of support for #2forblue !! || 
30/08/2017, 16:14 || others || Paula Bennett || Tell you what, people in Southland I've been talking to today are LOVING this announcement! || 
30/08/2017, 13:08 || others || Paula Bennett || Brilliant sunshine in Invercargill as the wonderful Sarah Dowie MP talk politics with local shoppers at Tay St Countdown. || 
30/08/2017, 09:53 || others || Paula Bennett || Over 200 delegates are in Dunedin for the Holiday Parks Conference, it was great to give the opening address and talk about the huge contribution holiday parks make to NZ - $1b just last year. Also ran through our new freedom camping policy where we'll clamp down on rogue campers and ensure responsible freedom campers continue to enjoy our great countryside. || 
30/08/2017, 08:25 || others || Paula Bennett || Good morning Dunedin! Stunning southern day, I've been catching up with my good mate Robbie Burns in the Octagon and then later heading down to Sarah Dowie MP's patch in Invercargill. || 
29/08/2017, 12:09 || others || Paula Bennett || So proud of our announcement to extend Paid Parental Leave and make it more flexible. || 
28/08/2017, 10:09 || others || Paula Bennett || A few more shots of our trip on the Forgotten World Adventures rail tour with Barbara Kuriger - great tourism addition to the Taranaki-King Country electorate. || 
27/08/2017, 17:42 || others || Paula Bennett || This election seems more important than most. We are fighting for our future. One that is ambitious and optimistic and confident that only National can deliver. Our campaign launch was awesome today, I'm so proud to be the dep leader of National. || 
26/08/2017, 19:38 || others || Paula Bennett ||  || 
26/08/2017, 15:24 || others || Paula Bennett || Had a great day with the young nats today. Love their energy!!! #2forblue || 
26/08/2017, 12:01 || others || Paula Bennett || Time out to watch my girl in her final netball game. This is for gold or silver. Go go go!!!! || 
25/08/2017, 16:14 || others || Paula Bennett || The full prank on new National Party convert Guy Williams for those who missed it last night. You're a good sport Guy! #2forblue || 
25/08/2017, 14:10 || others || Paula Bennett || Great morning tea with the staff at Autohub in Kumeu. Thanks for having me. || 
25/08/2017, 12:14 || others || Paula Bennett || Our investment into DOC in Budget 17 will enable us to differentiate pricing on our Great Walks, meaning international visitors will now contribute a bit more to enjoy our beautiful landscape and our native wildlife. || 
24/08/2017, 21:42 || others || Paula Bennett || Welcome to the family Guy, two ticks blue! 24/08/2017, 18:24 || others || Paula Bennett ||  || 
24/08/2017, 17:31 || others || Paula Bennett || Beautiful day to visit Napier Port #nofilter #delivering4nzers || 
23/08/2017, 20:31 || others || Paula Bennett || Shout out to Tom Sainsbury - Comedian and Snapchat Dude Challenge to Simon Bridges MP for Tauranga || 
23/08/2017, 11:30 || others || Paula Bennett || Yes Black Ferns! Another demolition job (how good is Portia Woodman, she's now scored 13 tries this World Cup, only two short of the 15 scores by Loma and Habana over their who RWC career!). Tune in to the final 6.45am kickoff on Sunday. || 
23/08/2017, 10:29 || others || Paula Bennett || You can hardly hear us over the noise and buzz in Tamaki last night with Simon O'Connor, great chance to talk about our growing economy and what we're delivering for New Zealand. Just over the past couple of days we've big commitments to trade and primary healthcare, and today you're going to see more with the Govt books opened at PREFU. || 
22/08/2017, 14:00 || others || Paula Bennett || About to test drive a plug in electric hybrid for Toyota in Palmerston North. We're really ramping up our investment in an electric future, just last week we announced 1 in 3 Govt vehicles will be electric by 2021 and our EV incentive scheme is getting more charging stations up and running around NZ. Businesses like Toyota, Air NZ and Warehouse are coming to the table too and with their commitment to EVs, we're gaining real momentum and are delivering for NZ. || 
22/08/2017, 11:26 || others || Paula Bennett || 22/08/2017, 10:38 || others || Paula Bennett || 22/08/2017, 08:44 || others || Paula Bennett is with Adrienne Pierce. || Fantastic breakfast talking to business people and farmers in Palmerston North with Adrienne Pierce and Ian McKelvie MP. Really positive feeling about the opportunities in the regions and a lot of great feedback about our Roads of National Significance announcement and the rebuilding of the Manawatu Gorge. || 
21/08/2017, 21:05 || others || Paula Bennett || Enjoyed our weekend of action in New Plymouth, highlight was talking to a teenager who was in the middle of having her long hair cut to raise money for cancer, what a role model for her peers. Very positive reaction and lots of friendly faces! || 
21/08/2017, 17:30 || others || Paula Bennett || I was speaking at a public meeting in Browns Bay on Friday and talked a bit about our aged care pay equity settlement. Reflecting on when I worked at Beechworth in Albany, an aged care facility, I mentioned a few of the staff including Carol who pretty much ran the show. She was an absolute rock for other staff and residents. To my absolute surprise Carol was actually in the audience! I was so happy to get the chance to give her a big hug and personally thank her for everything she has done. It's for people like Carol that we do what we do. I'm so proud that we got that settlement across the line, it will absolutely change the lives of tens of thousands of women. || 
20/08/2017, 16:55 || others || Paula Bennett || I was saddened to hear of the passing of Sir Colin Meads earlier today. Sir Colin was an icon of world rugby and a champion for small town NZ who will be deeply missed. Our thoughts go out to Lady Verna, the Meads family and the people of the King Country and NZ rugby communities. This photo by Chris Chang TVNZ shows floral tributes at his statue in his hometown of Te Kuiti. RIP 20/08/2017, 11:00 || others || Paula Bennett || Bulls Art Expo. Mooona Lisa! Cow with a Pearl Earring! 20/08/2017, 10:25 || others || Paula Bennett || Guess where we are this morning? Breakfast with incrediBULL local MP Ian Mckelvie today, looking forward to my vegetaBULL medley before we try catch up with the local constaBULL. Ian's also got a brand new grandson - adoraBULL! 20/08/2017, 09:19 || others || Paula Bennett || Taught our supporters and volunteers in New Plymouth about keeping healthy and having their 5+ a day, except our message to them was to keep us politically healthy we need them to get 5+ of their friends and family out to vote from September 11! || 
20/08/2017, 08:00 || others || Paula Bennett || It's not every day you get a surprise like this! || 
19/08/2017, 17:41 || others || Paula Bennett || Maybe self-evident but I'm now on Instagram! I've had an amazing first day of our weekend of action in Whanganui and Taranaki today and my highlight was meeting young Jack in Hawera. Only National will prioritise the kinds of jobs and career opportunities for Jack that come from a thriving, strong economy #Delivering4NZ || 
19/08/2017, 09:09 || others || Paula Bennett || Early start with Gael and Ray at the Whanganui Home Show! || 
18/08/2017, 15:57 || others || Paula Bennett || Huge turnout for Erica Stanford's public meeting in Browns Bay today. 150+ supporters and members of the community turned up, asked some really key questions of Erica and I and heard how we plan to keep on delivering for New Zealanders. The campaign is really on!! || 
18/08/2017, 08:43 || others || Paula Bennett || Please wear your seatbelt! It's the easiest way we can save lives on the road. Drive safely this weekend 17/08/2017, 22:00 || others || Paula Bennett || Dress for Success Wellington is an amazing charity! It was awesome to have so many of my parliamentary colleagues support me in donating clothes to women starting out in the work force. Annette King of Rongotai Jan Logie MP Louise Upston Anne Tolley Marama Fox - Co Leader of the Maori Party || 
17/08/2017, 21:18 || others || Paula Bennett is with Bala Venugopal Reddy Beeram. || It was so great to launch both Bala Beeram's Kelston campaign and Paulo Garcia's New Lynn campaign tonight with Bill English. Just two of our amazing candidates #delivering4NZ || 
17/08/2017, 19:30 || others || Paula Bennett || It was a privilege and an honour to see Sir Graeme Dingle receive his knighthood today. More than 150,000 young people have benefitted from the Graeme Dingle Foundation. He's an amazing New Zealander. || 
17/08/2017, 16:00 || others || Paula Bennett || "If you want to expaaand yourself as an individual on the planet Earth, New Zealand’s the place to go." Gloooooowing endorsement from Oprah Winfrey for NZ 16/08/2017, 16:27 || others || Paula Bennett || Nathan Guy got a bit of a shock in the mail today.. || 
15/08/2017, 10:39 || others || Paula Bennett || Visitors to New Zealand love our scenery, safety, and southern hospitality. We'll continue to support the tourism industry and the 188,000 jobs it delivers for New Zealand. || 
14/08/2017, 15:59 || others || Paula Bennett || Fabulous event on the North Shore yesterday to cap off a terrific couple of days - strong announcements on new electric vehicle targets and youth offending as we get on with what really matters: delivering for New Zealanders. || 
14/08/2017, 08:52 || others || Paula Bennett || A few clips of our visit to White Island with Anne Tolley in July. What an amazing place if you ever get the chance I would highly, highly recommend going, great tourism highlight for the Bay of Plenty. || 
13/08/2017, 20:37 || others || Paula Bennett || I'll be there boss #diligentdeputy || 
13/08/2017, 18:07 || others || Paula Bennett || Sometimes you just need a hug. Thanks Amy Adams 13/08/2017, 07:44 || others || Paula Bennett || It was great to spend some time in Howick with Jami-Lee Ross and Simeon Brown For Pakuranga yesterday morning. || 
12/08/2017, 16:13 || others || Paula Bennett || Launching Simeon Brown For Pakuranga's campaign this morning || 
12/08/2017, 15:16 || others || Paula Bennett || Our bold new target - one in three vehicles in the Government fleet will be electric by 2021 || 
11/08/2017, 16:00 || others || Paula Bennett || Great sign placement today! Thanks to all of our supporters || 
11/08/2017, 09:57 || others || Paula Bennett || Great to talk to the Parnell Rotary Club this morning! || 
10/08/2017, 16:07 || others || Paula Bennett || Nathan Guy on fire! || 
10/08/2017, 11:58 || others || Paula Bennett || We're backing women to succeed. #delivering4nz #delivering4women || 
09/08/2017, 18:33 || others || Paula Bennett || Murray McCully gave me my first job in politics. It was an honour to watch his valedictory speech. I'll miss him at parliament. || 
08/08/2017, 17:36 || others || Paula Bennett || On Snapchat? Follow me: pb_mp || 
08/08/2017, 09:00 || others || Paula Bennett || Excellent news from Louise Upston MP, 5200ha of new forest will be planted through the 2017 Afforestation Grant Scheme. Along with absorbing 1.9m tonnes of carbon every year, the forests reduce soil erosion, improve water quality and the planting brings regional economic benefits. || 
07/08/2017, 11:29 || others || Paula Bennett || We recently auctioned off a morning tea for charity in Wellington and today the winners, Trina, Bede and Rudy came up to my office on the 7th floor of the Beehive for some coffee and cakes - Rudy runs L'amour En Cage bakery in Kapiti so no pressure! || 
07/08/2017, 08:21 || others || Paula Bennett ||  || 
07/08/2017, 06:17 || others || Paula Bennett || Hey Bill, It's Monday morning || 
06/08/2017, 15:28 || others || Paula Bennett || Rock solid #Delivering4NZ || 
05/08/2017, 20:37 || others || Paula Bennett || National is focused on what matters: delivering more jobs for New Zealanders. || 
05/08/2017, 11:52 || others || Paula Bennett || Great to catch up with Mike from Fusion Flavours. I like a man with mussels. || 
05/08/2017, 10:10 || others || Paula Bennett || There was a bit of a theme on The Nation this morning .... || 
04/08/2017, 14:42 || others || Paula Bennett || Loved opening the Indigenous Nurses Aotearoa Conference. What an amazing group of people! || 
04/08/2017, 09:59 || others || Paula Bennett || Intercepted by Jono and Ben on the way to the AM Show studio. They're trying to break the record for longest interview - 30 hours - so we gave them a little energy boost! || 
04/08/2017, 08:52 || others || Paula Bennett || My new Friday morning The AM Show buddy - only 7 more shows until the election hope you're tuning in! || 
04/08/2017, 07:37 || others || Paula Bennett || Numb fingers but lots of support at Constellation Bus Station on this chilly morning 03/08/2017, 12:30 || others || Paula Bennett || Councils have told me they are facing infrastructure needs, so we are providing millions of dollars of funding to address this. We need them to help us meet this demand by now spending that money, so tell your councils to get their applications in! http://www.mbie.govt.nz/…/touri…/tourism-infrastructure-fund || 
03/08/2017, 10:39 || others || Paula Bennett || "I never go to bed at night and think I've done enough, because there are still people and children in this world and this country of ours that are not living the kind of lives that we get to live. So I never think I've done enough" || 
03/08/2017, 09:31 || others || Paula Bennett || Early start this morning in Hamilton first up breakfast with Hamilton and Waikato tourism, then fantastic visit to Waikato Diocesan School for a presentation on pastoral programmes and their work with Waikato Police. || 
02/08/2017, 22:22 || others || Paula Bennett || Launch of Hamilton East and West campaigns. The event was sold out with a big waiting list - shows the strength of support in the Waikato for National and Tim Macindoe MP and David Bennett MP. || 
02/08/2017, 17:30 || others || Paula Bennett || With the gorgeous Arthur at the Waterford Birth Centre in Hamilton. || 
02/08/2017, 16:18 || others || Paula Bennett is at Hamilton Gardens. || We have so many wonderful volunteers in this country. A big thanks to the Friends of Hamilton Gardens who do a great job. David Bennett MP Tim Macindoe MP || 
02/08/2017, 08:37 || others || Paula Bennett || We're listening to ALL New Zealanders 31/07/2017, 18:54 || others || Paula Bennett || Superb vid - Nathan Guy Delivers for Otaki! || 
31/07/2017, 08:31 || others || Paula Bennett updated their profile picture. ||  || 
30/07/2017, 18:19 || others || Paula Bennett || Beauty day today, Nicola doing such a good job knocking on every door and talking to everyone she sees, she's going to make a big impact on the next Parliament #Willis4Welly || 
30/07/2017, 14:21 || others || Paula Bennett || You know you're in heartland NZ when your candidate's campaign launch has chooks! Any guesses where? || 
30/07/2017, 13:04 || others || Paula Bennett is with Katie Ollerenshaw. || Sunshine and good atmosphere at the Harbourside Markets today, nice to talk with some of the local police and fishermen, fresh catch in this morning! || 
30/07/2017, 11:23 || others || Paula Bennett || Say cheeeese! 30/07/2017, 09:37 || others || Paula Bennett || Beautiful morning for the Harbourside Markets in Wellington with our stellar candidate Nicola Willis || 
27/07/2017, 10:17 || others || Paula Bennett is with Sean Richards. || I got the chance to shoot up to the Wairarapa yesterday afternoon with Alastair Scott MP to visit with local police and businesses. Great crowd at the Kuripuni Sports Bar! Regions feeling really positive about the direction our country is heading in. || 
26/07/2017, 20:29 || others || Paula Bennett || Great to announce some changes to the Emissions Trading Scheme today to ensure it's fit-for-purpose and will help us meet our Paris targets. || 
26/07/2017, 09:05 || others || Paula Bennett || Changes we're making to the Emissions Trading Scheme will provide businesses with the clarity they need about the direction of the ETS. We're making sure it's fit-for-purpose and will put us in the best possible position to meet our ambitious Paris Agreement targets. More here: https://www.beehive.govt.nz/…/new-tools-help-meet-climate-c… || 
25/07/2017, 09:02 || others || Paula Bennett || Great night last night seated between sir Richard Taylor and boris johnson - excuse the bad selfie!!! || 
25/07/2017, 09:00 || others || Paula Bennett || With the next MP for Helensville Chris Penk at a function to farewell the former MP, Sir John Key. Helensville voters in very safe hands, Chris doing a tremendous job! || 
24/07/2017, 08:26 || others || Paula Bennett || Constable Eivers and Ali simply outstanding in their field! || 
22/07/2017, 15:55 || others || Paula Bennett || Bit wet out there but the signs are up! || 
22/07/2017, 12:45 || others || Paula Bennett || Hoardings going up means two months to go! Thanks to the hundreds of volunteers who braved the conditions last night || 
20/07/2017, 20:02 || others || Paula Bennett || Great day in Auckland! Talked to the Hotel Industry Conference, released guidance to employers about closing the gender pay gap, spoke to the New Market Business Association and caught up with some of our supporters in Epsom with Paul Goldsmith || 
18/07/2017, 09:00 || others || Paula Bennett || Fascinating insight into parts of policing the public rarely get to see. || 
17/07/2017, 16:10 || others || Paula Bennett || New bowel screening programme is literally a life saver #Delivering4NZers || 
16/07/2017, 20:29 || others || Paula Bennett is with Raffi Rassam and 2 others. || All smiles from the team and some supporters at the Glenfield Night Market tonight. Just a quick photo op - it was packed! || 
15/07/2017, 12:10 || others || Paula Bennett || We're investing in West Coast tourism to encourage tourists to stay longer and travel further. || 
14/07/2017, 12:00 || others || Paula Bennett || Back home in Auckland today after a few days in the regions and some great news about more jobs in June than the same time last year. || 
14/07/2017, 09:30 || others || Paula Bennett || In Botany today with Jami-Lee Ross and Jami-Lee Ross! || 
14/07/2017, 09:00 || others || Paula Bennett || So pleased to ensure eight police advisors will remain in the Solomons to continue supporting the Royal Solomon Islands Police Force post-RAMSI. Incredible work by people like Detective Sergeant Folau. || 
13/07/2017, 16:23 || others || Paula Bennett || Adding to 1XXFM's infamous selfie wall! || 
13/07/2017, 14:59 || others || Paula Bennett is with Anne Tolley. || Maverick and Ice(wo)man reporting for duty || 
13/07/2017, 10:43 || others || Paula Bennett || Quick catch up with Ngati Awa this morning who have invested in a White Island tourism business to grow local and cultural tourism in Whakatane. Beautiful crisp morning here. || 
13/07/2017, 09:44 || others || Paula Bennett || Fab breakfast this morning with local Whakatane women and their champion MP Anne Tolley. || 
12/07/2017, 19:00 || others || Paula Bennett || Great way to end the night, we had a really valuable meeting with key local leaders in family violence (thanks to Papamoa Family Support Services for hosting) and now finishing with a function with local Papamoa women. Very full on and rewarding day around Tauranga, off to Whakatane tonight to spend the day there tomorrow. Thank you to Bluebiyou for the wonderful spread. || 
12/07/2017, 18:00 || others || Paula Bennett || Excellent opportunity to talk about the huge benefits of tourism with local operators, industry and local government - thanks to Bay of Plenty Tourism for getting us all together. || 
12/07/2017, 16:15 || others || Paula Bennett || Thanks to our Young Nats for coming out in the holidays to chat about the upcoming campaign and the issues that really matter to them - in their own school library! Great support for Todd Muller MP and Simon Bridges MP here || 
12/07/2017, 14:03 || others || Paula Bennett || Big big turnout for Todd Muller MP at Omanu Bowling Club in the Mount. Fantastic MP working so hard for the Bay of Plenty. || 
12/07/2017, 13:00 || others || Paula Bennett is with Erin Scarlett O'Neill and 2 others. || Visit to Tauranga Police station with Todd Muller to talk with the frontline cops on all the good work going on in the Bay. || 
12/07/2017, 09:45 || others || Paula Bennett || Beautiful day in the Bay of Plenty speaking with 40 businesswomen talking leadership, taking the initiative and really going for it. || 
12/07/2017, 07:00 || others || Paula Bennett || Couple of days in the Bay of Plenty - Tauranga, the Mount and Papamoa today with Todd Muller and Whakatane tomorrow with Anne Tolley. Good solid job growth here the benefits of strong economic management. || 
11/07/2017, 16:02 || others || Paula Bennett is in Kaikoura, New Zealand. || Must be election year! || 
11/07/2017, 11:42 || others || Paula Bennett is in Kaikoura, New Zealand. || Viewing progress on SH1 north of Kaikoura. Hoping for breakthrough by the end of the month so construction vehicles can travel the length of the coast. || 
10/07/2017, 20:25 || others || Paula Bennett is in Nelson, New Zealand. || Great to catch up with some of our National Party members in Nelson this evening. They know me so well... I love the cellphone holder they gave me 10/07/2017, 10:26 || others || Paula Bennett is at Royal New Zealand Police College. || Fantastic to welcome the first of our additional 880 Police to Police College this morning! || 
10/07/2017, 09:00 || others || Paula Bennett || The new 111 location system has been saving lives - it has been used to get help to an injured person on a farm, a motorcycle crash victim, people who are distressed or potentially suicidal, people experiencing family violence, a person who had spotted a fire in a rural area, and people experiencing medical emergencies. || 
08/07/2017, 21:12 || others || Paula Bennett || Our PM having a moment at the game. || 
08/07/2017, 20:46 || others || Paula Bennett || It's half time and we're smiling. Go ABs!!! || 
08/07/2017, 09:00 || others || Paula Bennett || Some great pics from the Queenstown Winter Festival - see more at https://www.winterfestival.co.nz/…/queenstown-winter-festi…/ || 
07/07/2017, 13:38 || others || Paula Bennett || Great to open the Auckland Shooting Club this morning! Another business off the ground - 300 members already! || 
07/07/2017, 09:42 || others || Paula Bennett || Challenge accepted. Follow me on Snapchat - pb_mp || 
06/07/2017, 19:09 || others || Paula Bennett || Looks like Bill English has set me a challenge. Watch this space. || 
03/07/2017, 17:30 || others || Paula Bennett || Good chance to catch up with Australian Minister for International Development and the Pacific Hon Concetta Fierravanti-Wells. || 
03/07/2017, 16:24 || others || Paula Bennett || Good discussion on climate change with Prime Minister Bainimarama ahead of Fiji hosting COP23 later this year. Big class photo! || 
03/07/2017, 13:53 || others || Paula Bennett || With Kiribati President Hon Taneti Mamau and NZ's Climate Change Ambassador Jo Tyndall, very productive day so far. || 
03/07/2017, 11:27 || others || Paula Bennett || Catching up with Dame Meg Taylor DBE, Secretary General to the Pacific Islands Forum. || 
03/07/2017, 08:13 || others || Paula Bennett || Arrived!!! || 
02/07/2017, 12:58 || others || Paula Bennett || Feeling good, Fiji here I come! 48 hours of talks with Pacific Leaders on climate change || 
02/07/2017, 09:52 || others || Paula Bennett || Really pleased to see, this will make a huge difference to commuters. || 
01/07/2017, 14:29 || others || Paula Bennett || Me with Solomons Prime Minister Solgavare and Concetta Fierravanti-Wells from Australia. Great trip recognising all those that worked so hard on RAMSI, but good to be home for a night to watch the All Blacks then off to Fiji for 48 hours to meet with Pacific Leaders about Climate Change!! || 
01/07/2017, 09:00 || others || Paula Bennett || Like father like son! || 
30/06/2017, 12:36 || others || Paula Bennett is at Honiara City. || A lot of work and thought went into this necklace. Gifted to me by the Honiara Youth. I love it. || 
30/06/2017, 12:06 || others || Paula Bennett || Two important announcements today - first, we have signed an agreement with the Solomon Islands Government to continue supporting Solomons police once RAMSI concludes tomorrow. Second, Gerry Brownlee and I have announced NZ will contribute $6m to redevelop Honiara's Multi-Purpose Hall and sports facility to ensure their young, urban population has access to sporting and educational facilities. For more info go to http://www.beehive.govt.nz/…/nz-support-solomon-islands-you… || 
29/06/2017, 11:22 || others || Paula Bennett || Tourism spend grew in every region in the year to May. Encouraging to see places like the West Coast (up 14%), Tasman (up 11%) and Northland (up 10%) reap the benefits of continued strong tourism growth. || 
28/06/2017, 18:58 || others || Paula Bennett is in Honiara, Solomon Islands. || It's great to be in the Solomon Islands to mark the end of the Regional Assistance Mission. NZ is one of 15 Pacific Forum countries who've contributed. We've had around 2000 Defence Force and Police serve here. Mary Bennett (no relation) is one of the locals who's been trained up to serve on the local police force. || 
28/06/2017, 09:00 || others || Paula Bennett || One of our strong focuses is on how do we attract more high value tourists - getting them to stay longer, spend more, and see more of New Zealand. The new $100m infrastructure fund will also go a long way to meeting the challenge of strong tourism growth. || 
